Vârdformu skaits:	345
Vârdlietojumu skaits:	542


36	un
12	ka
11	to
10	ne
9	ar
9	irr
7	jeb
7	muhúo
7	tas
6	buhs
5	pee
5	úawu
5	ta
5	tohp
4	kad
4	mehs
4	no
4	pahr
4	zaur
3	Behrns
3	bet
3	drohúchi
3	D§emdeúchanas
3	eekúch
3	ir
3	jo
3	Ka
3	Íehniòa
3	par
3	pawehïam
3	prett
3	teem
3	wairojahs
2	arrid§an
2	bijis
2	etc
2	gºuhta
2	isúakka
2	kas
2	Íehniòa=Likkumu
2	kur
2	Ïaundarritajas
2	Likkums
2	Muhúo
2	Mums
2	noúohdiht
2	nu
2	paúchu
2	patt
2	pawehlehts
2	pehz
2	preekúch
2	úchahdas
2	úchahdu
2	úchis
2	úcho
2	Stockholme^
2	Ta
2	Tad
2	tahdas
2	tee
2	Teeúas=Kungi
2	Un
2	warr
2	weenam
2	wiòòo
2	wi§úeem
1	aisbildinahtees
1	aisbildinajahs
1	ais§pee§t
1	apgrehkojuúees
1	appakúcha^
1	arri
1	atjaunaht
1	aug
1	augamo
1	augúchajeem
1	Aisbildinaúchana
1	Apwainoúchanas
1	Auglis
1	Aug§ta
1	Aug§teem=Bih§kapeem
1	Baijero=Semmmes
1	Ba§niza^s
1	Ba§nizas=Kungeem
1	Behrna
1	Behrno=Mu§chinaúchana
1	Behrno=Mu§chinaúchanu
1	Behrno=Mu§china§chanu
1	Bergene^
1	bes
1	Bormei§teºeem
1	breeúmiga
1	breeúmigas
1	Brehmu=Semmi
1	buht
1	Darbam
1	Darbeem
1	Darbu
1	darriht
1	da§chadahm
1	DEE=wa
1	Deenas
1	Deewa
1	dehï
1	den
1	diwi
1	Dohts
1	d§emmoht
1	d§im~is
1	Duúmiba
1	eedegguúees
1	eek§ch
1	eekúch=jeb
1	eezelt
1	e§úam
1	e§§am
1	e§úohts
1	Gadds=kahrta^
1	Gaiúmas
1	gan
1	Gohto
1	Gred§enu
1	Grehki
1	Grehko=Darbi
1	Grehkus
1	gribbetu
1	gºuhtas
